,yield
2013-11-24 00:00:00,0.00376955155013
2013-11-24 02:00:00,0.00376955155013
2013-11-24 04:00:00,0.00376955155013
2013-11-24 06:00:00,0.00376955155013
2013-11-24 08:00:00,0.00376955155013
2013-11-24 10:00:00,0.00376955155013
2013-11-24 12:00:00,0.00376955155013
2013-11-24 14:00:00,0.00376955155013
2013-11-24 16:00:00,0.00376955155013
2013-11-24 18:00:00,0.00376955155013
2013-11-24 20:00:00,0.00376955155013
2013-11-24 22:00:00,0.00376955155013
2013-11-25 00:00:00,0.00376955155013
2013-11-25 02:00:00,0.00376955155013
2013-11-25 04:00:00,0.00376955155013
2013-11-25 06:00:00,0.00376955155013
2013-11-25 08:00:00,0.00376955155013
2013-11-25 10:00:00,0.00376955155013
2013-11-25 12:00:00,0.00376955155013
2013-11-25 14:00:00,0.00376955155013
2013-11-25 16:00:00,0.00376955155013
2013-11-25 18:00:00,0.00376955155013
2013-11-25 20:00:00,0.00376955155013
2013-11-25 22:00:00,0.00376955155013
2013-11-26 00:00:00,0.00376955155013
2013-11-26 02:00:00,0.00376955155013
2013-11-26 04:00:00,0.00376955155013
2013-11-26 06:00:00,0.00376955155013
2013-11-26 08:00:00,0.00376955155013
2013-11-26 10:00:00,0.00376955155013
2013-11-26 12:00:00,0.00376955155013
2013-11-26 14:00:00,0.00376955155013
2013-11-26 16:00:00,0.00376955155013
2013-11-26 18:00:00,0.00376955155013
2013-11-26 20:00:00,0.00376955155013
2013-11-26 22:00:00,0.00376955155013
2013-11-27 00:00:00,0.00376955155013
2013-11-27 02:00:00,0.00376955155013
2013-11-27 04:00:00,0.00376955155013
2013-11-27 06:00:00,0.00376955155013
2013-11-27 08:00:00,0.00376955155013
2013-11-27 10:00:00,0.00376955155013
2013-11-27 12:00:00,0.00376955155013
2013-11-27 14:00:00,0.00376955155013
2013-11-27 16:00:00,0.00376955155013
2013-11-27 18:00:00,0.00376955155013
2013-11-27 20:00:00,0.00376955155013
2013-11-27 22:00:00,0.00376955155013
2013-12-14 00:00:00,1.05018068759e-06
2013-12-14 02:00:00,0.000119656595013
2013-12-14 04:00:00,0.000161462615013
2013-12-14 06:00:00,0.00107376727245
2013-12-14 08:00:00,5.67887653247e-05
2013-12-14 10:00:00,8.56064784097e-06
2013-12-14 12:00:00,3.7356038153e-05
2013-12-14 14:00:00,0.000936108460838
2013-12-14 16:00:00,0.000838148434773
2013-12-14 18:00:00,1.92690113532e-06
2013-12-14 20:00:00,6.51155719065e-05
2013-12-14 22:00:00,0.000104973482211
2013-12-15 00:00:00,2.12908113992e-05
2013-12-15 02:00:00,0.695708074972
2013-12-15 04:00:00,0.00742795075299
2013-12-15 06:00:00,7.22477105995e-06
2013-12-15 08:00:00,0.000125747261174
2013-12-15 10:00:00,7.50767327972e-06
2013-12-15 12:00:00,0.000114299496813
2013-12-15 14:00:00,2.87119853485e-06
2013-12-15 16:00:00,2.37477724658e-06
2013-12-15 18:00:00,9.29997420956e-05
2013-12-15 20:00:00,2.71622212791e-06
2013-12-15 22:00:00,2.71622212791e-06
2013-12-16 00:00:00,2.61905902652e-06
2013-12-16 02:00:00,0.875438963237
2013-12-16 04:00:00,2.02738953407
2013-12-16 06:00:00,5.46170568588
2013-12-16 08:00:00,0.467980919865
2013-12-16 10:00:00,11.1769439797
2013-12-16 12:00:00,13.09608417
2013-12-16 14:00:00,5.63192586417
2013-12-16 16:00:00,4.60561594224
2013-12-16 18:00:00,6.83524247511
2013-12-16 20:00:00,5.9169941474
2013-12-16 22:00:00,5.62831661096
2013-12-17 00:00:00,5.73081167015
2013-12-17 02:00:00,5.21306818195
2013-12-17 04:00:00,5.31740904036
2013-12-17 06:00:00,5.2188374127
2013-12-17 08:00:00,0.301811594203
2013-12-17 10:00:00,0.000175394278014
2013-12-17 12:00:00,0.000405584969307
2013-12-17 14:00:00,0.00192386200609
2013-12-17 16:00:00,0.421941073004
2013-12-17 18:00:00,5.48631676299
2013-12-17 20:00:00,1.2190369413
2013-12-17 22:00:00,5.80137959858
2014-01-03 00:00:00,1.55321837598e-05
2014-01-03 02:00:00,7.24639016811e-07
2014-01-03 04:00:00,7.82244833835e-05
2014-01-03 06:00:00,9.05856301677e-06
2014-01-03 08:00:00,1.60320977311e-05
2014-01-03 10:00:00,2.02410893034e-06
2014-01-03 12:00:00,2.10783683879e-06
2014-01-03 14:00:00,0.00103305455332
2014-01-03 16:00:00,1.78185357011e-06
2014-01-03 18:00:00,7.87452459673e-06
2014-01-03 20:00:00,0.00126958735835
2014-01-03 22:00:00,3.73340853465e-05
2014-01-04 00:00:00,3.26828328368e-06
2014-01-04 02:00:00,3.79773757332e-05
2014-01-04 04:00:00,3.1216247282e-06
2014-01-04 06:00:00,3.50522865539e-06
2014-01-04 08:00:00,3.18651758058e-06
2014-01-04 10:00:00,3.66317111639e-06
2014-01-04 12:00:00,1.7789840997e-05
2014-01-04 14:00:00,0.00868869601181
2014-01-04 16:00:00,0.87374450117
2014-01-04 18:00:00,17.7200320515
2014-01-04 20:00:00,2.69016861766
2014-01-04 22:00:00,0.000691066060996
2014-01-05 00:00:00,3.43106058184e-06
2014-01-05 02:00:00,0.000350925736476
2014-01-05 04:00:00,0.00103413377394
2014-01-05 06:00:00,3.1321420082e-06
2014-01-05 08:00:00,2.93122464674e-06
2014-01-05 10:00:00,2.96939992187e-06
2014-01-05 12:00:00,2.47738445601e-06
2014-01-05 14:00:00,0.000302333936466
2014-01-05 16:00:00,0.000162878394518
2014-01-05 18:00:00,2.59910171443e-06
2014-01-05 20:00:00,2.37024779402e-06
2014-01-05 22:00:00,0.0026983940631
2014-01-06 00:00:00,0.000476367420508
2014-01-06 02:00:00,2.9173010517e-06
2014-01-06 04:00:00,2.9006189255e-06
2014-01-06 06:00:00,0.000183626356191
2014-01-06 08:00:00,4.46022757106e-05
2014-01-06 10:00:00,0.000134767817909
2014-01-06 12:00:00,1.96765093624e-06
2014-01-06 14:00:00,2.29278558482e-05
2014-01-06 16:00:00,1.96765093624e-06
2014-01-06 18:00:00,1.47908238315e-06
2014-01-06 20:00:00,5.04222964572e-05
2014-01-06 22:00:00,1.96808983402e-06
2014-01-23 00:00:00,0.00376955155013
2014-01-23 02:00:00,0.00376955155013
2014-01-23 04:00:00,0.00376955155013
2014-01-23 06:00:00,0.00376955155013
2014-01-23 08:00:00,0.00376955155013
2014-01-23 10:00:00,0.00376955155013
2014-01-23 12:00:00,0.00376955155013
2014-01-23 14:00:00,0.00376955155013
2014-01-23 16:00:00,0.00376955155013
2014-01-23 18:00:00,0.00376955155013
2014-01-23 20:00:00,0.00376955155013
2014-01-23 22:00:00,0.00376955155013
2014-01-24 00:00:00,0.00376955155013
2014-01-24 02:00:00,0.00376955155013
2014-01-24 04:00:00,0.00376955155013
2014-01-24 06:00:00,0.00376955155013
2014-01-24 08:00:00,0.00376955155013
2014-01-24 10:00:00,0.00376955155013
2014-01-24 12:00:00,0.00376955155013
2014-01-24 14:00:00,0.00376955155013
2014-01-24 16:00:00,0.00376955155013
2014-01-24 18:00:00,0.00376955155013
2014-01-24 20:00:00,0.00376955155013
2014-01-24 22:00:00,0.00376955155013
2014-01-25 00:00:00,0.00376955155013
2014-01-25 02:00:00,0.00376955155013
2014-01-25 04:00:00,0.00376955155013
2014-01-25 06:00:00,0.00376955155013
2014-01-25 08:00:00,0.00376955155013
2014-01-25 10:00:00,0.00376955155013
2014-01-25 12:00:00,0.00376955155013
2014-01-25 14:00:00,0.00376955155013
2014-01-25 16:00:00,0.00376955155013
2014-01-25 18:00:00,0.00376955155013
2014-01-25 20:00:00,0.00376955155013
2014-01-25 22:00:00,0.00376955155013
2014-01-26 00:00:00,0.00376955155013
2014-01-26 02:00:00,0.00376955155013
2014-01-26 04:00:00,0.00376955155013
2014-01-26 06:00:00,0.00376955155013
2014-01-26 08:00:00,0.00376955155013
2014-01-26 10:00:00,0.00376955155013
2014-01-26 12:00:00,0.00376955155013
2014-01-26 14:00:00,0.00376955155013
2014-01-26 16:00:00,0.00376955155013
2014-01-26 18:00:00,0.00376955155013
2014-01-26 20:00:00,0.00376955155013
2014-01-26 22:00:00,0.00376955155013
2014-02-12 00:00:00,3.70891877526e-06
2014-02-12 02:00:00,3.5931808443e-06
2014-02-12 04:00:00,0.000143268543693
2014-02-12 06:00:00,3.78416237405e-06
2014-02-12 08:00:00,1.04169375333e-05
2014-02-12 10:00:00,3.38347388662e-06
2014-02-12 12:00:00,0.00145826755482
2014-02-12 14:00:00,0.000111787373415
2014-02-12 16:00:00,0.000613195435998
2014-02-12 18:00:00,1.62140901359
2014-02-12 20:00:00,8.50046683411
2014-02-12 22:00:00,6.49079278342e-05
2014-02-13 00:00:00,2.28383847067e-06
2014-02-13 02:00:00,4.4260781659e-05
2014-02-13 04:00:00,2.75901474328e-06
2014-02-13 06:00:00,2.86216772602e-06
2014-02-13 08:00:00,0.000245882868223
2014-02-13 10:00:00,0.00155640939878
2014-02-13 12:00:00,2.84691259223e-06
2014-02-13 14:00:00,2.09870796826e-06
2014-02-13 16:00:00,9.61231227613e-06
2014-02-13 18:00:00,0.000113700097141
2014-02-13 20:00:00,0.000308960744095
2014-02-13 22:00:00,9.622403196e-06
2014-02-14 00:00:00,0.000183629291669
2014-02-14 02:00:00,2.99631256194e-06
2014-02-14 04:00:00,0.000141798266771
2014-02-14 06:00:00,9.56249966579e-06
2014-02-14 08:00:00,0.000441472380352
2014-02-14 10:00:00,2.97262041782e-06
2014-02-14 12:00:00,2.6069939351e-06
2014-02-14 14:00:00,2.43946599597e-06
2014-02-14 16:00:00,3.0135197019e-06
2014-02-14 18:00:00,2.02613012064e-06
2014-02-14 20:00:00,7.82480076754e-05
2014-02-14 22:00:00,1.56428442994e-05
2014-02-15 00:00:00,2.09675773114e-06
2014-02-15 02:00:00,1.96252835912e-06
2014-02-15 04:00:00,0.00552033733856
2014-02-15 06:00:00,2.97598480306e-05
2014-02-15 08:00:00,0.000815893974666
2014-02-15 10:00:00,0.000223509578747
2014-02-15 12:00:00,6.33742962189e-05
2014-02-15 14:00:00,0.036845039021
2014-02-15 16:00:00,8.00046683386
2014-02-15 18:00:00,12.9051282054
2014-02-15 20:00:00,13.587548774
2014-02-15 22:00:00,10.7095805466
2014-03-04 00:00:00,3.13404403565
2014-03-04 02:00:00,0.000182163223369
2014-03-04 04:00:00,0.000809681045226
2014-03-04 06:00:00,0.000104819703415
2014-03-04 08:00:00,5.13053644705e-05
2014-03-04 10:00:00,2.48253777409e-06
2014-03-04 12:00:00,0.000127296555368
2014-03-04 14:00:00,0.000181631023929
2014-03-04 16:00:00,0.00564546682228
2014-03-04 18:00:00,0.00675288458714
2014-03-04 20:00:00,0.000175553992286
2014-03-04 22:00:00,2.09271287198e-06
2014-03-05 00:00:00,0.000671307479729
2014-03-05 02:00:00,2.49032954639e-06
2014-03-05 04:00:00,1.37096816423e-06
2014-03-05 06:00:00,1.52880859199e-05
2014-03-05 08:00:00,0.000419885658034
2014-03-05 10:00:00,0.000190332863468
2014-03-05 12:00:00,0.00016901627071
2014-03-05 14:00:00,0.00512282286105
2014-03-05 16:00:00,1.04425243145e-06
2014-03-05 18:00:00,1.17165625591e-06
2014-03-05 20:00:00,3.08463094253e-06
2014-03-05 22:00:00,2.52979988855e-06
2014-03-06 00:00:00,0.000386251957827
2014-03-06 02:00:00,2.89630681925e-06
2014-03-06 04:00:00,0.00179978997183
2014-03-06 06:00:00,2.02878909041e-06
2014-03-06 08:00:00,0.000503817650348
2014-03-06 10:00:00,9.43909218127e-06
2014-03-06 12:00:00,0.000169461681594
2014-03-06 14:00:00,2.64943094048e-06
2014-03-06 16:00:00,0.00025304879855
2014-03-06 18:00:00,7.1645200582e-05
2014-03-06 20:00:00,3.29028693743e-06
2014-03-06 22:00:00,6.51604211732e-05
2014-03-07 00:00:00,0.000260462393213
2014-03-07 02:00:00,2.28590470008e-05
2014-03-07 04:00:00,9.96855302725e-06
2014-03-07 06:00:00,4.48517528808e-05
2014-03-07 08:00:00,3.17695160805e-06
2014-03-07 10:00:00,2.88633405648e-06
2014-03-07 12:00:00,0.000120861070729
2014-03-07 14:00:00,2.45480758657e-06
2014-03-07 16:00:00,0.000280685094829
2014-03-07 18:00:00,3.0552869735e-05
2014-03-07 20:00:00,0.00143775438056
2014-03-07 22:00:00,2.96183160916e-06
2014-03-24 00:00:00,0.00376955155013
2014-03-24 02:00:00,0.00376955155013
2014-03-24 04:00:00,0.00376955155013
2014-03-24 06:00:00,0.00376955155013
2014-03-24 08:00:00,0.00376955155013
2014-03-24 10:00:00,0.00376955155013
2014-03-24 12:00:00,0.00376955155013
2014-03-24 14:00:00,0.00376955155013
2014-03-24 16:00:00,0.00376955155013
2014-03-24 18:00:00,0.00376955155013
2014-03-24 20:00:00,0.00376955155013
2014-03-24 22:00:00,0.00376955155013
2014-03-25 00:00:00,0.00376955155013
2014-03-25 02:00:00,0.00376955155013
2014-03-25 04:00:00,0.00376955155013
2014-03-25 06:00:00,0.00376955155013
2014-03-25 08:00:00,0.00376955155013
2014-03-25 10:00:00,0.00376955155013
2014-03-25 12:00:00,0.00376955155013
2014-03-25 14:00:00,0.00376955155013
2014-03-25 16:00:00,0.00376955155013
2014-03-25 18:00:00,0.00376955155013
2014-03-25 20:00:00,0.00376955155013
2014-03-25 22:00:00,0.00376955155013
2014-03-26 00:00:00,0.00376955155013
2014-03-26 02:00:00,0.00376955155013
2014-03-26 04:00:00,0.00376955155013
2014-03-26 06:00:00,0.00376955155013
2014-03-26 08:00:00,0.00376955155013
2014-03-26 10:00:00,0.00376955155013
2014-03-26 12:00:00,0.00376955155013
2014-03-26 14:00:00,0.00376955155013
2014-03-26 16:00:00,0.00376955155013
2014-03-26 18:00:00,0.00376955155013
2014-03-26 20:00:00,0.00376955155013
2014-03-26 22:00:00,0.00376955155013
2014-03-27 00:00:00,0.00376955155013
